gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharges,ChargeDeviation,RevenueAtRisk,IsNewCustomer,IsLoyalCustomer,TenureGroup,ServiceCount,HasInternet,ServiceAdoptionRate,LongTermContract,AutoPays,ChargesPerService,TenureValueScore,M2M_HighCharge,NoContractNoAutopay,HighChargeFlag,ZeroTotalCharges,churn_probability,label,action
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.1,6393.65,110.2353448275862,-1.1353448275862092,1527.3999999999999,0,1,4.0,7,1,0.7777777777777778,1,1,13.6375,6327.799999999999,0,0,1,0,0.10077519379844961,0,RETAIN
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.9,7843.55,115.34632352941176,-0.4463235294117567,459.6,0,1,4.0,8,1,0.8888888888888888,1,1,12.766666666666667,7813.200000000001,0,0,1,0,0.10077519379844961,0,RETAIN
Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),79.95,4362.05,80.77870370370371,-0.8287037037037095,1439.1000000000001,0,1,4.0,3,1,0.3333333333333333,1,1,19.9875,4317.3,0,0,0,0,0.04032258064516129,0,RETAIN
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,2227.1,79.53928571428571,1.5107142857142861,3566.2,0,1,3.0,2,1,0.2222222222222222,0,0,27.016666666666666,2269.4,1,1,0,0,0.49019607843137264,1,URGENT_MODEL
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,113.75,6561.25,111.20762711864407,2.5423728813559308,1478.75,0,1,4.0,8,1,0.8888888888888888,1,0,12.63888888888889,6711.25,0,0,1,0,0.10077519379844961,0,RETAIN
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Electronic check,78.45,5333.35,78.43161764705883,0.018382352941173963,313.8,0,1,4.0,7,1,0.7777777777777778,1,0,9.80625,5334.6,0,0,0,0,0.05555555555555555,0,RETAIN
Female,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,28.5,629.35,29.969047619047622,-1.4690476190476218,1453.5,0,0,2.0,1,1,0.1111111111111111,0,0,14.25,598.5,0,1,0,0,0.24193548387096775,0,OUTREACH_MODEL
Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,0,Mailed check,40.9,1383.6,39.53142857142857,1.3685714285714283,1513.3,0,1,3.0,2,1,0.2222222222222222,1,0,13.633333333333333,1431.5,0,0,0,0,0.04032258064516129,0,RETAIN
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.9,7475.85,106.79785714285715,1.1021428571428515,215.8,0,1,4.0,7,1,0.7777777777777778,1,0,13.4875,7553.0,0,0,1,0,0.24193548387096775,0,OUTREACH_MODEL
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,438.0,73.0,2.5,4983.0,0,0,1.0,2,1,0.2222222222222222,0,0,25.166666666666668,453.0,1,1,0,0,0.6881720430107527,1,URGENT_MODEL
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),109.8,6109.65,109.10089285714285,0.6991071428571445,1756.8,0,1,4.0,7,1,0.7777777777777778,1,1,13.725,6148.8,0,0,1,0,0.20689655172413793,0,OUTREACH_MODEL
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.95,318.6,106.2,1.75,7448.55,1,0,0.0,6,1,0.6666666666666666,0,0,15.421428571428573,323.85,1,1,1,0,0.6881720430107527,0,URGENT_TRIPLE_RISK
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,45.85,0.0,3255.35,1,0,0.0,1,1,0.1111111111111111,0,0,22.925,45.85,0,1,0,0,0.573170731707317,1,URGENT_TRIPLE_RISK
Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),85.8,1727.5,86.375,-0.5750000000000028,4461.599999999999,0,0,2.0,3,1,0.3333333333333333,0,1,21.45,1716.0,1,0,0,0,0.4126984126984127,1,URGENT_MODEL
Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1334.5,25.66346153846154,-0.06346153846153868,512.0,0,1,4.0,2,0,0.2222222222222222,1,1,8.533333333333333,1331.2,0,0,0,0,0.008771929824561403,0,RETAIN
Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.4,3605.2,78.37391304347825,2.026086956521752,2090.4,0,1,3.0,2,1,0.2222222222222222,0,0,26.8,3698.4,1,1,0,0,0.49019607843137264,1,URGENT_MODEL
Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.4,418.8,46.53333333333333,-1.1333333333333329,2860.2,0,0,1.0,2,1,0.2222222222222222,0,0,15.133333333333333,408.59999999999997,0,1,0,0,0.49019607843137264,1,URGENT_MODEL
Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9,107.66029411764706,0.0397058823529477,430.8,0,1,4.0,7,1,0.7777777777777778,0,0,13.4625,7323.6,1,1,1,0,0.24193548387096775,0,OUTREACH_HIGH_CHARGE
Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,43.95,85.1,42.55,1.4000000000000057,3076.5,1,0,0.0,1,1,0.1111111111111111,0,0,21.975,87.9,0,1,0,0,0.6881720430107527,0,URGENT_TRIPLE_RISK
